project,name,ssn,sex,race,hours,gross
Hancock,Quality Structures,4707,Male,White,426,11470.8
Hancock,Quality Structures,4859,Male,Black,149.5,3989.98
Hancock,Quality Structures,4944,Male,White,76,2325.3999999999996
Hancock,Quality Structures,5113,Male,White,323.5,9243.84
Hancock,Quality Structures,5362,Male,White,762,32491.82
Hancock,Quality Structures,5496,Male,White,75,2234.64
Hancock,Quality Structures,5681,Male,White,58,1473.78
Hancock,Quality Structures,5782,Male,Native,347,8651.5
Hancock,Quality Structures,6019,Male,White,49,1317.69
Hancock,Quality Structures,6155,Male,White,143.5,2041.91
Hancock,Quality Structures,6195,Male,White,209,5970.39
Hancock,Quality Structures,6286,Male,White,362,9977.74
Hancock,Quality Structures,6366,Male,Multiracial,44.5,641.88
Hancock,Quality Structures,6977,Male,White,278,7477.8
Hancock,Quality Structures,7025,Male,Multiracial,111,1736.8600000000001
Hancock,Quality Structures,7338,Male,White,457,16758.53
Hancock,Quality Structures,7718,Male,White,222,7875.5
Hancock,Quality Structures,7738,Male,White,256,6437.2
Hancock,Quality Structures,7881,Male,White,240,6495.3
Hancock,Quality Structures,7981,Male,White,396.5,15795.150000000001
Hancock,Quality Structures,8015,Male,White,454,12063.7
Hancock,Quality Structures,8018,Male,White,169,2874.02
Hancock,Quality Structures,8025,Male,White,10,405.24
Hancock,Quality Structures,8035,Male,White,475,16432.72
Hancock,Quality Structures,8107,Male,White,282,11309.880000000001
Hancock,Quality Structures,8186,Male,White,63,1655.28
Hancock,Quality Structures,8243,Male,White,373,10458.46
Hancock,Quality Structures,8396,Male,White,287,5311.63
Hancock,Quality Structures,8607,Male,White,536,16346.63
Hancock,Quality Structures,8714,Male,Black,231.5,6262.37
Hancock,Quality Structures,8773,Male,White,296,6765.47
Hancock,Quality Structures,8778,Male,White,316.5,7737.95
Hancock,Quality Structures,8996,Male,White,186,5133.15
Hancock,Quality Structures,9145,Male,White,56,1628.48
Hancock,Quality Structures,9167,Male,White,151,6261.9
Hancock,Quality Structures,9585,Male,White,372.5,10174.72
Hancock,Quality Structures,9751,Male,White,338.5,9163.64
Hancock,Quality Structures,9784,Male,White,357,12484.74
Hancock,Quality Structures,9976,Male,White,432,17895.03
Hancock,Schalk and Son,1021,Male,White,8,329.4
Hancock,Schalk and Son,1170,Male,White,46,1345.05
Hancock,Schalk and Son,1178,Male,White,47,1386.23
Hancock,Schalk and Son,1626,Male,White,103,2200.7
Hancock,Schalk and Son,1790,Male,Black,48.5,724.26
Hancock,Schalk and Son,2063,Male,White,54,1735.45
Hancock,Schalk and Son,2770,Male,White,178.5,5592.9400000000005
Hancock,Schalk and Son,2813,Male,White,14,576.45
Hancock,Schalk and Son,2863,Male,White,162,5590.43
Hancock,Schalk and Son,3060,Male,White,71.5,1950.99
Hancock,Schalk and Son,3302,Male,White,520,16550.82
Hancock,Schalk and Son,4159,Male,White,53,1633.28
Hancock,Schalk and Son,5846,Male,White,64.5,1887.19
Hancock,Schalk and Son,6213,Male,White,8,230.64
Hancock,Schalk and Son,6590,Male,White,95,2813.65
Hancock,Schalk and Son,7072,Male,White,222.5,5812.54
Hancock,Schalk and Son,7209,Male,White,27,782.33
Hancock,Schalk and Son,7211,Male,White,31.5,580.57
Hancock,Schalk and Son,7393,Male,White,365,11336.86
Hancock,Schalk and Son,7702,Male,Black,234,5054.87
Hancock,Schalk and Son,8205,Male,White,8,329.4
Hancock,Schalk and Son,8611,Male,White,17,631.36
Hancock,Schalk and Son,9487,Male,White,522,16017.119999999999
Hancock,Stone Bridge,0452,Male,White,40,1160
Hancock,Stone Bridge,0740,Male,Native,40,1160
Hancock,Stone Bridge,2210,Male,White,44,1276
Hancock,Stone Bridge,2989,Male,White,12,348
Hancock,Stone Bridge,4582,Male,White,40,1160
Hancock,Stone Bridge,5456,Male,White,104,3016
Hancock,Stone Bridge,6056,Male,White,132,3988
Hancock,Stone Bridge,6942,Male,Hispanic,80,2320
Hancock,Stone Bridge,7019,Male,White,80,2404
Hancock,Stone Bridge,7020,Male,White,80,2320
Hancock,Stone Bridge,7646,Male,White,8,232
Hancock,Stone Bridge,7832,Male,Native,76,1254
Hancock,Stone Bridge,9027,Male,Native,176,5031.6
Lakeview,Ajay Glass,0879,NA,NA,68,2009
Lakeview,Ajay Glass,2807,NA,NA,32,918.4
Lakeview,Ajay Glass,2838,NA,NA,118.5,3508.59
Lakeview,Ajay Glass,3395,NA,NA,8,344.4
Lakeview,Ajay Glass,3888,NA,NA,152,2900.75
Lakeview,Ajay Glass,5632,NA,NA,88,1496
Lakeview,Ajay Glass,6684,NA,NA,14,707.7
Lakeview,Ajay Glass,7762,NA,NA,179,6217.65
Lakeview,Ajay Glass,7891,NA,NA,101.5,2605.62
Lakeview,Ajay Glass,9759,NA,NA,26,876.2
Lakeview,Allied Electric,0542,NA,NA,174,6335.5
Lakeview,Allied Electric,6470,NA,NA,33,1155
Lakeview,Allied Electric,8642,NA,NA,42,1470
Lakeview,Allied Electric,9260,NA,NA,81.5,1509.38
Lakeview,Allied Electric,9485,NA,NA,164.5,5976.25
Lakeview,AM Electric,1501,NA,NA,20,700
Lakeview,AM Electric,2121,NA,NA,48,1680
Lakeview,AM Electric,4905,NA,NA,72,2520
Lakeview,AM Electric,5094,NA,NA,80,2800
Lakeview,AM Electric,7127,NA,NA,138.1,4833.5
Lakeview,AM Electric,7519,Male,White,221.5,3488.63
Lakeview,AM Electric,9486,Male,White,307,12221.65
Lakeview,Atlas Fence,0127,Male,White,254.5,8765.36
Lakeview,Atlas Fence,0368,Male,White,105,3372.26
Lakeview,Atlas Fence,0675,Male,Black,58.8,1658.94
Lakeview,Atlas Fence,0895,Male,White,271.8,6813.7300000000005
Lakeview,Atlas Fence,3829,NA,NA,62,2329.54
Lakeview,Atlas Fence,4068,Male,White,104,1740
Lakeview,Atlas Fence,4747,Male,White,8.3,394.93
Lakeview,Atlas Fence,4804,Male,White,271,8150.8099999999995
Lakeview,Atlas Fence,4935,Male,White,271.8,8165.32
Lakeview,Atlas Fence,8186,Male,White,88.8,2365.08
Lakeview,Benedict Floor,1061,NA,NA,67.5,NA
Lakeview,Benedict Floor,1348,NA,NA,78.5,1890.88
Lakeview,Benedict Floor,1392,NA,NA,77.5,1856.6000000000001
Lakeview,Benedict Floor,1436,NA,NA,70.5,2013.77
Lakeview,Benedict Floor,1961,NA,NA,70.5,2013.77
Lakeview,Benedict Floor,2759,NA,NA,77.5,1856.6000000000001
Lakeview,Benedict Floor,3263,NA,NA,66.5,1628.11
Lakeview,Benedict Floor,4146,NA,NA,96,2264.62
Lakeview,Benedict Floor,5974,NA,NA,64.5,1852.13
Lakeview,Benedict Floor,6022,NA,NA,44.5,NA
Lakeview,Benedict Floor,7110,NA,NA,62.5,1717.43
Lakeview,Benedict Floor,7376,NA,NA,68.5,1906.01
Lakeview,Benedict Floor,8208,NA,NA,73,1828.06
Lakeview,Benedict Floor,9591,NA,NA,54.5,NA
Lakeview,Benedict Floor,9830,NA,NA,67.5,1852.13
Lakeview,BH Piping,2445,NA,NA,421,14847.36
Lakeview,BH Piping,7870,NA,NA,467,16442.8
Lakeview,Burn Bros,0012,Male,White,31,1139.6
Lakeview,Burn Bros,0385,Male,Black,514.5,9429.62
Lakeview,Burn Bros,0534,Male,White,192,6251.52
Lakeview,Burn Bros,0840,Male,White,189,6349.200000000001
Lakeview,Burn Bros,0848,Male,White,8,138.24
Lakeview,Burn Bros,1160,Male,White,459.5,15655.640000000001
Lakeview,Burn Bros,1771,Male,White,24,781.44
Lakeview,Burn Bros,2605,Male,Hispanic,493.5,17637.4
Lakeview,Burn Bros,2664,Male,White,87,2832.7200000000003
Lakeview,Burn Bros,2959,Male,White,3,110.88
Lakeview,Burn Bros,3094,Male,White,8,130.24
Lakeview,Burn Bros,3560,Male,White,142,2311.76
Lakeview,Burn Bros,3899,Male,White,59,1921.04
Lakeview,Burn Bros,4340,Male,White,141,4590.96
Lakeview,Burn Bros,4645,Male,White,152,4903.110000000001
Lakeview,Burn Bros,5146,Male,White,64,2214.08
Lakeview,Burn Bros,5186,Male,White,32,1041.92
Lakeview,Burn Bros,5540,Male,White,102,3321.12
Lakeview,Burn Bros,5633,Male,White,563.5,14719.57
Lakeview,Burn Bros,5648,Male,White,3,107.58
Lakeview,Burn Bros,5744,Male,White,312,7110.4800000000005
Lakeview,Burn Bros,6361,Male,White,4,110.72
Lakeview,Burn Bros,6395,Male,White,376,12372.800000000001
Lakeview,Burn Bros,6835,Male,White,843,31936.170000000002
Lakeview,Burn Bros,7069,Male,White,298.5,9719.16
Lakeview,Burn Bros,7516,Male,White,64,1771.52
Lakeview,Burn Bros,8014,Male,White,213,3814.83
Lakeview,Burn Bros,8391,Male,White,38.5,625.6400000000001
Lakeview,Burn Bros,8487,Male,White,24,807.84
Lakeview,Burn Bros,9353,Male,White,310.5,10240.12
Lakeview,Burn Bros,9887,Female,Black,329,5356.12
Lakeview,CNY Sheet Metal,1141,NA,NA,125.3,3639.77
Lakeview,CNY Sheet Metal,1950,NA,NA,118,3193.08
Lakeview,CNY Sheet Metal,4064,NA,NA,18.5,521.9
Lakeview,CNY Sheet Metal,5094,NA,NA,166.3,2699.9
Lakeview,CNY Sheet Metal,5472,NA,NA,113,3057.7799999999997
Lakeview,CNY Sheet Metal,5724,NA,NA,110,3103.1
Lakeview,CNY Sheet Metal,6250,NA,NA,142,3423.4
Lakeview,CNY Sheet Metal,6816,NA,NA,102,2877.42
Lakeview,CNY Sheet Metal,7055,NA,NA,138,4010.28
Lakeview,CVP,1879,NA,NA,16,459.2
Lakeview,CVP,1990,NA,NA,19,545.3
Lakeview,CVP,6746,NA,NA,16,459.2
Lakeview,CVP,7515,NA,NA,20,634
Lakeview,Davis Ulmer,0016,Male,White,83,1670.81
Lakeview,Davis Ulmer,2081,Male,White,91,3721.85
Lakeview,Davis Ulmer,2286,Male,White,64,2517.92
Lakeview,Davis Ulmer,2486,Male,White,36,1329.72
Lakeview,Davis Ulmer,3499,Male,White,61,1776.06
Lakeview,Davis Ulmer,5141,Female,White,16,380
Lakeview,Davis Ulmer,5444,Male,Black,329,6393.5
Lakeview,Davis Ulmer,6189,Male,White,417.7,13807.4
Lakeview,Davis Ulmer,6302,Male,White,61,1052.7
Lakeview,Davis Ulmer,7877,Male,White,2,50.66
Lakeview,Davis Ulmer,8181,Male,White,71,2485.31
Lakeview,Davis Ulmer,9738,male,White,40,760
Lakeview,Davis Ulmer,9738,Male,White,18,646
Lakeview,EJ Construction,0359,Male,White,355.5,13245.98
Lakeview,EJ Construction,0368,Male,White,8,229.6
Lakeview,EJ Construction,0862,Male,White,231,6959.75
Lakeview,EJ Construction,1786,Male,Native,54,1933.7
Lakeview,EJ Construction,1788,Male,Native,486,17450.85
Lakeview,EJ Construction,1803,Male,White,108.5,1904
Lakeview,EJ Construction,1833,Male,White,13,612.9
Lakeview,EJ Construction,1960,Male,White,12,344.4
Lakeview,EJ Construction,2210,Male,White,16,459.2
Lakeview,EJ Construction,2568,Male,White,31.5,1091.67
Lakeview,EJ Construction,2851,Male,White,64,1140
Lakeview,EJ Construction,2861,Male,White,342,5775
Lakeview,EJ Construction,2953,Female,White,495.5,15254.89
Lakeview,EJ Construction,2988,Male,White,159,5747.18
Lakeview,EJ Construction,3451,Male,White,391,12650.75
Lakeview,EJ Construction,3512,Male,White,137.5,3171
Lakeview,EJ Construction,3861,Male,White,65,1368.9499999999998
Lakeview,EJ Construction,3978,Female,White,351.5,8179.5
Lakeview,EJ Construction,4068,Male,White,132,2070
Lakeview,EJ Construction,4117,Male,White,201,4425.75
Lakeview,EJ Construction,4123,Male,White,157.5,5071.3099999999995
Lakeview,EJ Construction,4232,Male,White,94.5,3510.7799999999997
Lakeview,EJ Construction,4377,Male,White,102,3491.85
Lakeview,EJ Construction,4397,Male,White,214.5,7208.4800000000005
Lakeview,EJ Construction,4935,Male,White,19,545.3
Lakeview,EJ Construction,5075,Male,White,45,1730.82
Lakeview,EJ Construction,5387,Male,Asian,235,7505.0599999999995
Lakeview,EJ Construction,5387,Male,White,194,5963.860000000001
Lakeview,EJ Construction,5403,Male,White,68,2339.46
Lakeview,EJ Construction,5962,Male,White,11,396.25
Lakeview,EJ Construction,5982,Male,White,185.5,5984.7
Lakeview,EJ Construction,6061,Male,White,290.5,11664.26
Lakeview,EJ Construction,6536,Male,White,17,552.48
Lakeview,EJ Construction,6540,Male,White,8,136
Lakeview,EJ Construction,6568,Male,White,18,516.6
Lakeview,EJ Construction,6569,Male,White,101.5,3185.7
Lakeview,EJ Construction,6625,Male,White,42,1288.63
Lakeview,EJ Construction,6962,Male,White,78,1170
Lakeview,EJ Construction,7102,Male,White,29,1578.5
Lakeview,EJ Construction,7730,Male,White,452,18400.29
Lakeview,EJ Construction,7798,Male,Native,474,9231
Lakeview,EJ Construction,7888,Male,White,299,9938.28
Lakeview,EJ Construction,7892,Male,White,515,17181.9
Lakeview,EJ Construction,9147,Male,White,115.5,2469.25
Lakeview,EJ Construction,9233,Male,White,24,1262.8
Lakeview,EJ Construction,9540,Male,White,226,8079.58
Lakeview,EJ Construction,9937,Male,White,87,2399.7
Lakeview,EJ Construction,9974,Male,White,177,5604.4
Lakeview,Eugene Sackett,0284,Male,White,92,3068.8500000000004
Lakeview,Eugene Sackett,1024,Male,White,95,1471.4
Lakeview,Eugene Sackett,1111,Male,White,139,4461.0599999999995
Lakeview,Eugene Sackett,1215,Male,White,16,479.04
Lakeview,Eugene Sackett,3419,Male,White,59,1811.37
Lakeview,Eugene Sackett,3765,Male,White,74,2499.99
Lakeview,Eugene Sackett,4862,Male,Asian,178,4551.89
Lakeview,Eugene Sackett,4931,Male,White,159,3352.27
Lakeview,Eugene Sackett,5889,Male,White,101,3034.73
Lakeview,Eugene Sackett,6091,Male,White,27,973.05
Lakeview,Eugene Sackett,6095,Male,White,90,2964.06
Lakeview,Eugene Sackett,7455,Male,White,114,3535.02
Lakeview,Eugene Sackett,9383,Male,Hispanic,27,836.23
Lakeview,Evan Corporation,1074,NA,White,34,1530
Lakeview,Evan Corporation,2988,NA,White,32,918.4
Lakeview,Evan Corporation,5395,NA,White,34,975.8
Lakeview,Evan Corporation,6942,NA,Hispanic,32,918.4
Lakeview,Herbert Darling,0681,Male,White,176,5743.21
Lakeview,Herbert Darling,0818,Male,White,32,1066
Lakeview,Herbert Darling,1243,Male,White,208.5,6670.57
Lakeview,Herbert Darling,1450,Female,Hispanic,475,14650.84
Lakeview,Herbert Darling,2450,Male,White,449,14031.18
Lakeview,Herbert Darling,3701,Male,White,589.5,21805.96
Lakeview,Herbert Darling,3984,Male,White,530,NA
Lakeview,Herbert Darling,4210,Male,White,54.5,2033.43
Lakeview,Herbert Darling,4550,Male,White,296.5,9294.2
Lakeview,Herbert Darling,4840,Male,White,488,22033.65
Lakeview,Herbert Darling,7504,Male,White,468.5,18385.399999999998
Lakeview,Herbert Darling,8006,Male,White,572,25612.08
Lakeview,Herbert Darling,8621,Male,White,473.5,19747.16
Lakeview,Herbert Darling,8637,Male,White,573,18004.68
Lakeview,Herbert Darling,8896,Male,Hispanic,616.5,23917.22
Lakeview,Herbert Darling,9497,Male,Native,616,23122.54
Lakeview,Herbert Darling,9540,Male,White,539,17271.09
Lakeview,Herbert Darling,9590,Female,White,176.5,5563.1900000000005
Lakeview,Herbert Darling,9686,Male,White,343,13646.47
Lakeview,Herbert Darling,9804,Male,White,65.5,3152.21
Lakeview,John Lowery,0206,Male,White,274,8701.42
Lakeview,John Lowery,0261,Male,White,636.5,20271.44
Lakeview,John Lowery,0376,Male,White,24,655.68
Lakeview,John Lowery,0421,Male,White,220,6273.81
Lakeview,John Lowery,0549,Male,White,18,846.92
Lakeview,John Lowery,0588,Male,White,254.5,7608.62
Lakeview,John Lowery,0674,Male,White,252.5,7526.660000000001
Lakeview,John Lowery,0702,Male,White,144,6303.96
Lakeview,John Lowery,0989,Male,White,24,592.8
Lakeview,John Lowery,1012,Male,White,208,6051.5
Lakeview,John Lowery,1245,Male,White,173,5108.84
Lakeview,John Lowery,1357,Male,White,99,4071.4
Lakeview,John Lowery,1360,Male,White,452,13605.36
Lakeview,John Lowery,1420,Male,Black,516.5,12841.71
Lakeview,John Lowery,1437,Male,White,282,8387.24
Lakeview,John Lowery,1657,Male,White,26,1065.48
Lakeview,John Lowery,1687,Male,White,50,1502.6
Lakeview,John Lowery,1730,Male,White,435.5,16752.88
Lakeview,John Lowery,1829,Female,Black,551,14909.64
Lakeview,John Lowery,1859,Male,White,32,1439.2
Lakeview,John Lowery,1895,Male,White,40,988
Lakeview,John Lowery,2051,Male,White,408.5,12389.62
Lakeview,John Lowery,2284,Male,White,17,871.45
Lakeview,John Lowery,2444,Male,White,67,2950.56
Lakeview,John Lowery,2523,Male,White,174.5,6112.85
Lakeview,John Lowery,2568,Male,Native,195.5,7734.7300000000005
Lakeview,John Lowery,2940,Male,White,104.5,2950.56
Lakeview,John Lowery,2957,Male,White,295,9739.58
Lakeview,John Lowery,2990,Male,White,294,9985.46
Lakeview,John Lowery,3011,Female,White,631,19690.89
Lakeview,John Lowery,3041,Male,White,344,11146.56
Lakeview,John Lowery,3547,Male,White,89,3786.2999999999997
Lakeview,John Lowery,3956,Male,White,506,16241.74
Lakeview,John Lowery,4051,Male,White,45,1338.68
Lakeview,John Lowery,4102,Male,White,228,7485.68
Lakeview,John Lowery,4250,Male,White,24,1092.8
Lakeview,John Lowery,4252,Male,White,52,1494.35
Lakeview,John Lowery,4262,Male,White,408,11751.029999999999
Lakeview,John Lowery,4330,Male,White,473,14274.7
Lakeview,John Lowery,4529,Male,White,510,8951.27
Lakeview,John Lowery,4539,Male,White,501,16856.44
Lakeview,John Lowery,4733,Male,White,200,3605.8
Lakeview,John Lowery,4829,Male,White,32,1439.2
Lakeview,John Lowery,4944,Male,White,124,3756.5
Lakeview,John Lowery,5208,Male,White,20,271.7
Lakeview,John Lowery,5369,Male,White,483,15531.42
Lakeview,John Lowery,5641,Female,White,42,1482
Lakeview,John Lowery,6195,Male,White,422,12881.38
Lakeview,John Lowery,6207,Male,White,18,931.55
Lakeview,John Lowery,6346,Male,White,515,16706.18
Lakeview,John Lowery,6359,Male,White,243,6882.0599999999995
Lakeview,John Lowery,6373,Male,White,426,12471.58
Lakeview,John Lowery,6420,Male,White,67,1852.5
Lakeview,John Lowery,6586,Male,White,605.5,19301.58
Lakeview,John Lowery,6612,Male,White,528.5,16248.33
Lakeview,John Lowery,6664,Male,White,721.5,25239.6
Lakeview,John Lowery,6692,Male,White,273,8605.8
Lakeview,John Lowery,7163,Male,White,215,7062.219999999999
Lakeview,John Lowery,7174,Male,White,25,1120.12
Lakeview,John Lowery,7468,Male,White,547,17054.51
Lakeview,John Lowery,7522,Male,White,32,983.52
Lakeview,John Lowery,7795,Male,White,630,21564.92
Lakeview,John Lowery,8009,Male,Native,48.5,1802.51
Lakeview,John Lowery,8104,Male,White,249,6483.69
Lakeview,John Lowery,8809,Male,White,533,16111.97
Lakeview,John Lowery,9018,Male,White,260,9179.52
Lakeview,John Lowery,9185,Male,White,57,1611.6799999999998
Lakeview,John Lowery,9187,Male,White,109,3251.08
Lakeview,John Lowery,9323,Male,White,609.5,19178.64
Lakeview,John Lowery,9475,Male,White,226,4870.14
Lakeview,John Lowery,9589,Male,Black,24,655.68
Lakeview,John Lowery,9665,Male,White,26,1174.4
Lakeview,John Lowery,9833,Male,White,32,874.24
Lakeview,John Lowery,9919,Male,White,24,1092.8
Lakeview,KC Masonry,0609,NA,NA,24,763.04
Lakeview,KC Masonry,0904,NA,NA,136,4278.56
Lakeview,KC Masonry,1695,NA,NA,21.5,496.99
Lakeview,KC Masonry,3057,NA,NA,97,3067.3500000000004
Lakeview,KC Masonry,3858,NA,NA,8.5,437.5
Lakeview,KC Masonry,4843,NA,NA,64,2013.44
Lakeview,KC Masonry,5404,NA,NA,125.5,4114.31
Lakeview,KC Masonry,7718,NA,NA,152.5,4941.52
Lakeview,KC Masonry,8015,NA,NA,78.5,1793.73
Lakeview,KC Masonry,8070,NA,NA,41,936.85
Lakeview,KC Masonry,9460,NA,NA,144,3290.4
Lakeview,KSP Painting,0196,NA,NA,177.5,4117
Lakeview,KSP Painting,0864,NA,NA,392,8935.5
Lakeview,KSP Painting,1135,NA,NA,16,368
Lakeview,KSP Painting,3496,NA,NA,172,4370
Lakeview,KSP Painting,3692,NA,NA,140,2392
Lakeview,KSP Painting,4321,NA,NA,420,9070.5
Lakeview,KSP Painting,5365,NA,NA,208,4140
Lakeview,KSP Painting,6720,NA,NA,24,552
Lakeview,KSP Painting,7274,NA,NA,258,6302
Lakeview,KSP Painting,8933,NA,NA,234.5,5807.5
Lakeview,KSP Painting,9123,NA,NA,8,184
Lakeview,Maxim Construction,0287,NA,NA,208,3142.91
Lakeview,Maxim Construction,1663,NA,NA,8,283.92
Lakeview,Maxim Construction,1917,NA,NA,207,5631.09
Lakeview,Maxim Construction,2189,NA,NA,1053.5,38755.979999999996
Lakeview,Maxim Construction,4423,NA,NA,199,4063.58
Lakeview,Maxim Construction,4527,NA,NA,123,3510.62
Lakeview,Maxim Construction,5532,NA,NA,199,5503.29
Lakeview,Maxim Construction,5924,NA,NA,24,972.92
Lakeview,Maxim Construction,6233,NA,NA,132,3652.6
Lakeview,Maxim Construction,6579,NA,NA,607,16080.82
Lakeview,Maxim Construction,8152,NA,NA,779,28272.31
Lakeview,Maxim Construction,9497,NA,NA,208,7945.63
Lakeview,Maxim Construction,9590,NA,NA,162,4917.6
Lakeview,Maxim Construction,9766,NA,NA,211,4220
Lakeview,Murnane Construction,0065,Male,White,189,4375.78
Lakeview,Murnane Construction,0566,Male,White,287,8242.22
Lakeview,Murnane Construction,1011,Male,White,255,7280.78
Lakeview,Murnane Construction,1901,Male,Black,40.5,931.14
Lakeview,Murnane Construction,1901,Male,White,265,6340.9000000000005
Lakeview,Murnane Construction,2295,Male,White,8,218.56
Lakeview,Murnane Construction,2327,Male,White,378.5,9042.93
Lakeview,Murnane Construction,2728,Male,White,282.5,7386.76
Lakeview,Murnane Construction,3512,Male,White,364,10272.32
Lakeview,Murnane Construction,3602,Male,White,39.5,1401.86
Lakeview,Murnane Construction,4527,Female,White,116.5,3244.25
Lakeview,Murnane Construction,4527,Male,White,159.5,4678.55
Lakeview,Murnane Construction,5305,Male,White,244.5,7249.08
Lakeview,Murnane Construction,6383,Male,White,98.5,3795.44
Lakeview,Murnane Construction,7010,Male,White,396,14999.68
Lakeview,Murnane Construction,7312,Male,White,32,1019.52
Lakeview,Murnane Construction,7992,Male,White,238,6915.96
Lakeview,Murnane Construction,8006,Male,Native,124,4248.92
Lakeview,Murnane Construction,8006,Male,White,170.5,6097.12
Lakeview,Murnane Construction,8015,Male,White,248,5849.63
Lakeview,Murnane Construction,8588,Male,White,235,6597.78
Lakeview,Murnane Construction,8724,Male,White,392.5,11561.08
Lakeview,Murnane Construction,9590,Female,White,40,1092.8
Lakeview,Murnane Construction,9590,Male,White,241,6925.62
Lakeview,Northeast,0065,Male,White,279,8559.03
Lakeview,Northeast,0133,Male,White,1471,53180.03
Lakeview,Northeast,0343,Male,White,892.5,24710.96
Lakeview,Northeast,0366,Male,White,256.5,8576.92
Lakeview,Northeast,0373,Male,White,145,4811.63
Lakeview,Northeast,0675,Male,White,30.5,821.81
Lakeview,Northeast,1600,Female,White,1198,40549.88
Lakeview,Northeast,1733,Male,White,1194.5,47191.56
Lakeview,Northeast,2317,Male,White,512.5,19271.98
Lakeview,Northeast,2769,Male,White,200,8925
Lakeview,Northeast,2802,Male,White,224,7949.76
Lakeview,Northeast,3719,Male,White,29,962.33
Lakeview,Northeast,3829,Male,White,160,5521.56
Lakeview,Northeast,4022,Female,White,1157,40945.74
Lakeview,Northeast,40222,Female,White,60.5,2394.89
Lakeview,Northeast,4453,Male,White,1236,44048.78
Lakeview,Northeast,5270,Male,Black,1245.5,32338.760000000002
Lakeview,Northeast,5332,Male,Black,51,1223.53
Lakeview,Northeast,5377,Male,White,526.5,11663.68
Lakeview,Northeast,5932,Male,Black,389.5,9627.41
Lakeview,Northeast,6512,Male,Black,644,15778.52
Lakeview,Northeast,6852,Male,Black,524,14013.43
Lakeview,Northeast,7335,Male,White,1158,42890
Lakeview,Northeast,7604,Male,White,1403.5,53018.22
Lakeview,Northeast,8006,Male,Native,260.5,8882.42
Lakeview,Northeast,8107,Male,White,184,7041.78
Lakeview,Northeast,8186,Male,White,30.5,821.81
Lakeview,Northeast,8195,Female,White,32.5,1191.8
Lakeview,Northeast,8776,Male,White,143,4719.98
Lakeview,Northeast,9295,Male,White,196.5,7650.42
Lakeview,O'Connell Electric,0057,Male,White,219,8643.25
Lakeview,O'Connell Electric,0068,Male,White,326.5,11970
Lakeview,O'Connell Electric,0081,Male,White,332.5,6897.64
Lakeview,O'Connell Electric,0319,Male,White,567.5,24211.29
Lakeview,O'Connell Electric,0496,Male,White,342.5,13991.25
Lakeview,O'Connell Electric,0498,Male,White,52,2310
Lakeview,O'Connell Electric,0833,Male,White,733,22052.95
Lakeview,O'Connell Electric,0908,Male,White,905.5,38654.26
Lakeview,O'Connell Electric,0916,Male,White,79,3097.5
Lakeview,O'Connell Electric,1004,Male,White,98,3990
Lakeview,O'Connell Electric,1024,Female,White,606.5,23940.45
Lakeview,O'Connell Electric,1124,Male,Black,40,840
Lakeview,O'Connell Electric,1140,Male,White,96,3885
Lakeview,O'Connell Electric,1446,Male,White,971.5,45660.88
Lakeview,O'Connell Electric,1493,Male,White,745,19576.190000000002
Lakeview,O'Connell Electric,1517,Male,White,319,11777.5
Lakeview,O'Connell Electric,1564,Male,White,746,30183.6
Lakeview,O'Connell Electric,1618,Male,White,16,280
Lakeview,O'Connell Electric,1723,Male,White,212.5,8372.880000000001
Lakeview,O'Connell Electric,1763,Male,White,416,16317
Lakeview,O'Connell Electric,1897,Male,White,10,385
Lakeview,O'Connell Electric,2593,Male,White,195,7948.82
Lakeview,O'Connell Electric,2610,Male,White,53,2394
Lakeview,O'Connell Electric,2657,Male,White,249,9938.25
Lakeview,O'Connell Electric,2674,Male,White,122,5005
Lakeview,O'Connell Electric,2675,Male,White,229,3668
Lakeview,O'Connell Electric,2761,Male,White,288,11094.9
Lakeview,O'Connell Electric,2802,Male,White,129,5372.5
Lakeview,O'Connell Electric,2945,Male,White,607,24937.5
Lakeview,O'Connell Electric,3155,Male,White,389.5,15085
Lakeview,O'Connell Electric,3206,Male,White,8,187.2
Lakeview,O'Connell Electric,3275,Male,Native,638,23769.12
Lakeview,O'Connell Electric,3275,Male,White,24,831.6
Lakeview,O'Connell Electric,3329,Male,White,568,18200
Lakeview,O'Connell Electric,3465,Male,White,726.5,26954.48
Lakeview,O'Connell Electric,3504,Male,White,316.5,6057.53
Lakeview,O'Connell Electric,3625,Male,Hispanic,370.5,14411.25
Lakeview,O'Connell Electric,3888,Male,White,543.5,20802.25
Lakeview,O'Connell Electric,3951,Male,White,32,1120
Lakeview,O'Connell Electric,3968,Male,White,332,13510
Lakeview,O'Connell Electric,4022,Male,White,320,13230
Lakeview,O'Connell Electric,4073,Male,White,116,4690
Lakeview,O'Connell Electric,4089,Male,White,2,30
Lakeview,O'Connell Electric,4184,Female,Black,34,1295
Lakeview,O'Connell Electric,4213,Male,White,707.5,29190
Lakeview,O'Connell Electric,4272,Male,White,549.5,13783.36
Lakeview,O'Connell Electric,4448,Female,White,26,375.70000000000005
Lakeview,O'Connell Electric,4458,Male,White,276.5,10573.36
Lakeview,O'Connell Electric,4703,Male,White,639,20465.06
Lakeview,O'Connell Electric,4749,Male,Black,171,6840.75
Lakeview,O'Connell Electric,4871,Male,White,59.5,1071.88
Lakeview,O'Connell Electric,4978,Male,White,301,12092.5
